DATA CRIAÇÃO;NÚMERO MM;OPER;TIPO;TIPO DE EMISSÃO;MOEDA;MONTANTE;VALOR BALANÇO;DATA INÍCIO;DATA FIM;CÓDIGO ACTIVO;NOME ACTIVO;ISIN;SECTOR INSTITUICIONAL;CONTA;TOTAL;DATA CONTABIL.;TAXA JURO;TOTAL MM;JURO CORRIDO;CÓDIGO PROGRAMA;BALCÃO;NIF CLIENTE;CONTA 074;TIPO TAXA;TAXA INTERVENÇÃO;SPREAD;INDEXANTE;VALOR INDEXANTE;ALTAMIRA;PRODUTO;SUBPRODUTO
05/12/2024;656577;Empréstimo;Papel Comercial;Prémio;EUR;850000;850000;06/12/2024;07/03/2025;PC1066_0004;JOÃO PIRES INTERNACIONAL TRANSPORTES  - 4ª Emissão;PTJ425JM0006;1312000;JOAO PIRES-INTERN TRANSPORTES,LDA//;856495.25;05/12/2024;3.023;856495.25;5852.86;PC1066;6707;501923225;"	";Taxa Variável;3.023;0.675;EURIBOR12M;2.348;8010751805;113;EMP
05/12/2024;656611;Empréstimo;Papel Comercial;Prémio;EUR;3000000;3000000;09/12/2024;10/03/2025;PC0163_0057;CAETANO BAVIERA - 57ª Emissão;PTC687JM0087;1312000;CAETANO AUTOMATIVE PORTUGAL, S.A.//;3024175.67;05/12/2024;3.188;3024175.67;20987.67;PC0163;7102;500003165;"	31000310009558074";Taxa Variável;3.188;0.8;EURIBOR12M;2.388;9000631658;113;EMP
09/12/2024;656724;Empréstimo;Papel Comercial;Prémio;EUR;20000000;20000000;11/12/2024;09/06/2025;PC0865_0008;GREENVOLT - ENERGIAS RENOVÁVEIS, S.A - 8ª Emissão;PTG592JM0017;1312000;GREENVOLT - ENERGIAS RENOVAVEIS, S.A.//;20125000.00;09/12/2024;1.25;20125000.00;53472.22;PC0865;7102;506042715;"	";Taxa Fixa;1.25;;;;7400427931;113;EMP
09/12/2024;656728;Empréstimo;Papel Comercial;Prémio;EUR;5000000;5000000;11/12/2024;27/06/2025;PC0933_0008;TRACK PROFIT ENERGY - 2022 - 8ª Emissão;PTT66KJM0013;1312000;GREENVOLT NEXT PORTUGAL, LDA.//;5104295.13;09/12/2024;3.79255;5104295.13;40559.75;PC0933;7102;514108649;"	";Taxa Variável;3.79255;1.15;EURIBOR6M0;2.661;7402194615;113;EMP
09/12/2024;656764;Empréstimo;Papel Comercial;Prémio;EUR;30000000;30000000;11/12/2024;09/06/2025;PC0919_0004;GREENVOLT - ENERGIAS RENOVÁVEIS, S.A. - 4ª Emissão;PTG59QJM0011;1312000;GREENVOLT - ENERGIAS RENOVAVEIS, S.A.//;30549805.50;09/12/2024;3.66537;30549805.50;235196.5;PC0919;7102;506042715;"	";Taxa Variável;3.66537;1;EURIBOR3M0;2.862;7400427931;113;EMP
10/12/2024;656774;Empréstimo;Papel Comercial;Prémio;EUR;750000;750000;11/12/2024;11/06/2025;PC1026_0003;GRUPADO INCENTEA SA - 2023 - 3ª Emissão;PTI51OJM0001;1310000;INCENTEA CAPITAL S.A.//;763881.29;10/12/2024;3.661;763881.29;5872.85;PC1026;6586;509409407;"	";Taxa Variável;3.661;1;EURIBOR6M0;2.661;7400766619;113;EMP
10/12/2024;656828;Empréstimo;Papel Comercial;Prémio;EUR;550000;550000;12/12/2024;12/06/2025;PC1027_0003;O1K1 AL - VITA, SA - 2023 - 3ª Emissão;PTO1KCJM0000;1310000;O1K1 AL-VITA, S A//;563916.68;10/12/2024;5.005;563916.68;5811.36;PC1027;6581;517553449;"	";Taxa Variável;5.005;2.35;EURIBOR6M;2.655;7402656714;113;EMP
10/12/2024;656829;Empréstimo;Papel Comercial;Prémio;EUR;15000000;3500000;09/12/2024;06/03/2025;PC1182_0001;MEIGAL 2024 - 1ª Emissão;PTME6AJM0006;1312000;MEIGAL CONSTRUCAO E ADMINISTRACAO DE PROPRIEDADES//;3521890.17;10/12/2024;2.588;3521890.17;19877.28;PC1182;6594;501468447;"	";Taxa Variável;2.588;0.2;EURIBOR12M;2.388;4707;113;EMP
11/12/2024;656838;Empréstimo;Papel Comercial;Prémio;EUR;2000000;2000000;11/12/2024;12/05/2025;PC0872_0017;GRUPADO JOAQUIM CHAVES - 2021 - 17ª Emissão;PTQ00UJM0062;1312000;JOAQUIM CHAVES ONCOLOGIA SA//;2031244.44;11/12/2024;3.7;2031244.44;15827.78;PC0872;6208;504148850;"	";Taxa Variável;3.7;1.25;EURIBOR12M;2.45;8046349580;113;EMP
11/12/2024;656859;Empréstimo;Papel Comercial;Prémio;EUR;350000;350000;13/12/2024;13/03/2025;PC0122_0154;MANOEL POÇAS JR - 154ª Emissão;PTMP1GJM0092;1312000;MANOEL D. POCAS JUNIOR-VINHOS, S.A//;353437.88;11/12/2024;3.929;353437.88;2864.9;PC0122;6581;500378207;"	31000310004856074";Taxa Variável;3.929;1.5;EURIBOR1Y0;2.429;55185;113;EMP
12/12/2024;656975;Empréstimo;Papel Comercial;Prémio;EUR;950000;950000;13/12/2024;13/03/2025;PC1149_0002;GRUPEIXE - 2ª Emissão;PTG16CJM0001;1312000;GRUPEIXE - PRODUTOS ALIMENTARES, S.A.//;958500.13;12/12/2024;3.579;958500.13;7083.44;PC1149;6245;503087580;"	";Taxa Variável;3.579;1.15;EURIBOR12M;2.429;2381003696;113;EMP
12/12/2024;656976;Empréstimo;Papel Comercial;Prémio;EUR;900000;900000;16/12/2024;14/03/2025;PC1103_0003;LAFITTE - 2024 - 3ª Emissão;PTL58NJM0000;1312000;LAFITTE CORK PORTUGAL, LDA.//;907636.20;12/12/2024;3.471;907636.20;6247.8;PC1103;6226;500247110;"	";Taxa Variável;3.471;1.05;EURIBOR12M;2.421;6220004749;113;EMP
12/12/2024;656979;Empréstimo;Papel Comercial;Prémio;EUR;40000000;19000000;16/12/2024;22/05/2025;PC0952_0013;GRUPADO CIMPOR 2022 - 13ª Emissão;PTCP4UJM0001;1312000;Cimpor Portugal Holdings, Sgps, S.A.//;19344370.78;12/12/2024;4.156;19344370.78;157928;PC0952;9405;515156108;"	";Taxa Variável;4.156;1.5;EURIBOR6M;2.656;7402037154;113;EMP
12/12/2024;656983;Empréstimo;Papel Comercial;Prémio;EUR;1200000;1200000;16/12/2024;17/03/2025;PC0916_0012;CASA SANTOS LIMA - MARÇO 2022 - 12ª Emissão;PTCD4NJM0006;1312000;CASA SANTOS LIMA - COMPANHIA DAS VINHAS , SA//;1205278.00;12/12/2024;1.74;1205278.00;4176;PC0916;6239;502523670;"	";Taxa Fixa;1.74;;;;7400983094;113;EMP
12/12/2024;656987;Empréstimo;Papel Comercial;Prémio;EUR;10000000;10000000;16/12/2024;16/06/2025;PC0860_0006;Grupado CIMPOR 2021 - 6ª Emissão;PTCP4VJM0000;1312000;Cimpor Portugal Holdings, Sgps, S.A.//;10076844.44;12/12/2024;1.52;10076844.44;30400;PC0860;9405;515156108;"	";Taxa Fixa;1.52;;;;7402037154;113;EMP
12/12/2024;656988;Empréstimo;Papel Comercial;Prémio;EUR;3000000;3000000;16/12/2024;15/12/2025;PC0893_0005;Suma 2021 - 5ª Emissão;PTS57QJM0019;1312000;SUMA-SERVICOS URBANOS MEIO AMBIENTE,SA//;3118937.00;12/12/2024;3.921;3118937.00;23526;PC0893;9411;503210560;"	";Taxa Variável;3.921;1.5;EURIBOR12M;2.421;8038977437;113;EMP
13/12/2024;657016;Empréstimo;Papel Comercial;Prémio;EUR;100000;100000;17/12/2024;17/03/2025;PC0804_0020;J.O.M. - 2020 - 20ª Emissão;PTJ339JM0019;1312000;JOAQUIM OLIVEIRA MENDES, LDA.//;100187.50;13/12/2024;0.75;100187.50;147.92;PC0804;6246;502119624;"	";Taxa Fixa;0.75;;;;8008816105;113;EMP
13/12/2024;657075;Empréstimo;Papel Comercial;Prémio;EUR;100000;100000;16/12/2024;14/03/2025;PC0563_0032;TÊXTEIS J.F.ALMEIDA, SA - 2018 - 32ª Emissão;PTT07NJM0046;1312000;TEXTEIS J.F.ALMEIDA,SA//;100207.78;13/12/2024;0.85;100207.78;170;PC0563;6584;501564683;"	31000310016553074";Taxa Fixa;0.85;;;;8006434711;113;EMP
16/12/2024;657128;Empréstimo;Papel Comercial;Prémio;EUR;15000000;15000000;18/12/2024;18/03/2025;PC0920_0011;GRUPADO UNICER 2016 II - 11ª Emissão;PTU118JM0112;1312000;Unicer Aguas S.A.//;15075375.00;16/12/2024;2.01;15075375.00;58625;PC0920;7102;500095744;"	";Taxa Fixa;2.01;;;;8005648120;113;EMP
16/12/2024;657148;Empréstimo;Papel Comercial;Prémio;EUR;150000;150000;18/12/2024;18/03/2025;PC0861_0015;Grupado MOAGEM CERES GE 1 MM - 15ª Emissão;PTM014JM0015;1320000;MOAGEM CERES-A.FIGUEIREDO & IRMAO//;150356.25;16/12/2024;0.95;150356.25;277.08;PC0861;6581;500194513;"	";Taxa Fixa;0.95;;;;8002310212;113;EMP
16/12/2024;657149;Empréstimo;Papel Comercial;Prémio;EUR;15000000;2500000;17/12/2024;10/03/2025;PC0871_0008;TEAK CAPITAL,SA - 2021 - 8ª Emissão;PTT63OJM0004;1310000;TEAK CAPITAL, S.A.//;2519287.82;16/12/2024;3.34632;2519287.82;16499.12;PC0871;7102;503872075;"	";Taxa Variável;3.34632;0.5;EURIBOR1M;2.871;7400219649;113;EMP
17/12/2024;657191;Empréstimo;Papel Comercial;Prémio;EUR;650000;650000;19/12/2024;19/03/2025;PC1070_0004;BUTTERFLY SECRET, LDA - 2024 - 4ª Emissão;PTB60YJM0005;1312000;BUTTERFLY SECRET LDA//;655239.00;17/12/2024;3.224;655239.00;4016.57;PC1070;6586;508977819;"	";Taxa Variável;3.224;0.75;EURIBOR1Y0;2.474;7401281549;113;EMP
18/12/2024;657246;Empréstimo;Papel Comercial;Prémio;EUR;1000000;300000;17/12/2024;16/12/2025;PC1160_0002;EPORIFRUTAS,SA - 2024 - 2ª Emissão;PTEB2BJM0002;1312000;EPORIFRUTAS S.A.//;311086.83;18/12/2024;3.655;311086.83;2162.54;PC1160;6593;509808727;"	";Taxa Variável;3.655;1.25;EURIBOR12M;2.405;7401088214;113;EMP
18/12/2024;657248;Empréstimo;Papel Comercial;Prémio;EUR;6000000;1000000;17/12/2024;27/10/2025;PC1138_0002;GRUPADO FERPINTA TURISMO 2024 - 2ª Emissão;PTS71CJM0009;1312000;VILA BALEIRA PORTO SANTO SA//;1025338.06;18/12/2024;2.905;1025338.06;5729.31;PC1138;6226;511085133;"	";Taxa Variável;2.905;0.5;EURIBOR12M;2.405;2101706900;113;EMP
18/12/2024;657250;Empréstimo;Papel Comercial;Prémio;EUR;6000000;2750000;19/12/2024;19/03/2025;PC1054_0005;AVELEDA, SA - 5ª Emissão;PTQ1V8JM0048;1312000;AVELEDA, S.A.//;2771305.63;18/12/2024;3.099;2771305.63;16334.31;PC1054;6228;500263884;"	";Taxa Variável;3.099;0.625;EURIBOR12M;2.474;2457;113;EMP
18/12/2024;657251;Empréstimo;Papel Comercial;Prémio;EUR;1200000;1200000;18/12/2024;18/06/2025;PC1038_0005;SEVEME 2023 - 5ª Emissão;PTS19QJM0008;1312000;SEVEME-INDÚSTRIAS METALÚRGICAS, LDA//;1222477.00;18/12/2024;3.705;1222477.00;8645;PC1038;6245;503389609;"	";Taxa Variável;3.705;1.05;EURIBOR6M;2.655;9002329508;113;EMP
18/12/2024;657254;Empréstimo;Papel Comercial;Prémio;EUR;1200000;1200000;20/12/2024;20/03/2025;PC0926_0008;CARTONAGEM TRINDADE - JUNHO 2022 - 8ª Emissão;PTC98WJM0028;1312000;CARTONAGEM TRINDADE - INDUSTRIA S.A.//;1210722.00;18/12/2024;3.574;1210722.00;8101.07;PC0926;6226;509617964;"	";Taxa Variável;3.574;1.1;EURIBOR1Y0;2.474;7401009221;113;EMP
18/12/2024;657257;Empréstimo;Papel Comercial;Prémio;EUR;1500000;1500000;20/12/2024;20/03/2025;PC1010_0006;MOTRINDE - 2023 - 6ª Emissão;PTM1DZJM0014;1312000;MOTRINDE-MONTAGENS TECNICAS E REPARACOES INDUSTRIAIS S.A.//;1513882.50;18/12/2024;3.702;1513882.50;10489;PC1010;6245;503357162;"	";Taxa Variável;3.702;0.85;EURIBOR3M0;2.852;8039091145;113;EMP
18/12/2024;657297;Empréstimo;Papel Comercial;Prémio;EUR;20000000;7000000;20/12/2024;20/06/2025;PC1173_0001;SODÉCIA BULLET 2024 - 1ª Emissão;PTS74BJM0072;1312000;SODECIA, SGPS S.A.//;7115084.67;18/12/2024;3.252;7115084.67;42998.67;PC1173;6210;503437786;"	";Taxa Variável;3.252;0.6;EURIBOR6M0;2.652;6221073725;113;EMP
18/12/2024;657299;Empréstimo;Papel Comercial;Prémio;EUR;200000;200000;20/12/2024;20/03/2025;PC0874_0014;PETROTEC - 2021 - 14ª Emissão;PTP34RJM0027;1312000;PETROTEC-IMOVACAO E INDUSTRIA SA//;200650.00;18/12/2024;1.3;200650.00;491.11;PC0874;6246;501381201;"	";Taxa Fixa;1.3;;;;93605;113;EMP
18/12/2024;657301;Empréstimo;Papel Comercial;Prémio;EUR;14000000;3000000;20/12/2024;20/06/2025;PC1125_0001;GRUPADO MARTINIQUAISE - 2024 - 1ª Emissão;PTV12OJM0002;1312000;VALE DE S. MARTINHO - SOCIEDADE AGRICOLA SA//;3051597.00;18/12/2024;3.402;3051597.00;19278;PC1125;7102;503998532;"	";Taxa Variável;3.402;0.75;EURIBOR6M0;2.652;7400380745;113;EMP
18/12/2024;657302;Empréstimo;Papel Comercial;Prémio;EUR;950000;950000;20/12/2024;20/03/2025;PC1145_0002;CM TIR 2024 - 2ª Emissão;PTC5TFJM0009;1312000;C.M.TIR TRANSPORTES NACINAIS E INTERNACIONAIS SA//;957657.00;18/12/2024;3.224;957657.00;5785.29;PC1145;6707;501592369;"	";Taxa Variável;3.224;0.75;EURIBOR1Y0;2.474;9001482148;113;EMP
18/12/2024;657303;Empréstimo;Papel Comercial;Prémio;EUR;15000000;4800000;20/12/2024;26/09/2025;PC1171_0002;SODÉCIA AMORTIZING 2024 - 2ª Emissão;PTS74DJM0070;1312000;SODECIA, SGPS S.A.//;4921582.72;18/12/2024;3.25668;4921582.72;29527.41;PC1171;6210;503437786;"	";Taxa Variável;3.25668;0.7;EURIBOR6M0;2.652;6221073725;113;EMP
19/12/2024;657385;Empréstimo;Papel Comercial;Prémio;EUR;6000000;2200000;23/12/2024;31/03/2025;PC1096_0003;DRIVE ON HOLIDAYS - 2024 - 3ª Emissão;PTD35MJM0009;1312000;DRIVE ON HOLIDAYS - COMERCIO E ALUGUER DE VEICULOS//;2225866.01;19/12/2024;4.319;2225866.01;17156.03;PC1096;6704;509776809;"	";Taxa Variável;4.319;1.85;EURIBOR1Y0;2.469;7400946974;113;EMP
19/12/2024;657386;Empréstimo;Papel Comercial;Prémio;EUR;2050000;2050000;20/12/2024;21/03/2025;PC1071_0004;SILVEX - 2024 - 4ª Emissão;PTS97CJM0033;1312000;SILVEX- INDUSTRIA DE PLASTICOS E PAPEIS, S.A.//;2066447.49;19/12/2024;3.174;2066447.49;12290.43;PC1071;6239;500249725;"	";Taxa Variável;3.174;0.7;EURIBOR12M;2.474;8020841256;113;EMP
19/12/2024;657388;Empréstimo;Papel Comercial;Prémio;EUR;200000000;200000000;23/12/2024;19/03/2025;PC1029_0003;GRUPADO GALP 2023 - 3ª Emissão;PTGA2MJM0030;1312000;GALP ENERGIA SGPS, LISBOA//;200716666.67;19/12/2024;1.5;200716666.67;541666.67;PC1029;9411;504499777;"	";Taxa Fixa;1.5;;;;8046324613;113;EMP
19/12/2024;657390;Empréstimo;Papel Comercial;Prémio;EUR;1750000;1750000;23/12/2024;23/06/2025;PC0990_0004;NOVARROZ-2.5M 2023 - 4ª Emissão;PTN165JM0002;1312000;NOVARROZ - PRODUTOS ALIMENTARES SA//;1780629.08;19/12/2024;3.462;1780629.08;10938.96;PC0990;6226;503249734;"	";Taxa Variável;3.462;0.825;EURIBOR6M0;2.637;1700201103;113;EMP
19/12/2024;657391;Empréstimo;Papel Comercial;Prémio;EUR;1400000;1400000;23/12/2024;23/06/2025;PC0959_0005;MULTIMOTO 2022 - 5ª Emissão;PTMU2SJM0006;1312000;MULTIMOTO-VEICULOS E ACESSORIOS,LDA//;1425741.88;19/12/2024;3.637;1425741.88;9193.53;PC0959;6226;502425717;"	";Taxa Variável;3.637;1;EURIBOR6M0;2.637;7400038920;113;EMP
19/12/2024;657394;Empréstimo;Papel Comercial;Prémio;EUR;2600000;1950000;23/12/2024;24/03/2025;PC0977_0015;GRUPADO PROZIS 2023 - 15ª Emissão;PTO257JM0066;1312000;PROZIS COM S.A. ZONA FRANCA DA MADEIRA,S.A.//;1968430.15;19/12/2024;3.739;1968430.15;13164.4;PC0977;6707;506806693;"	";Taxa Variável;3.739;0.9;EURIBOR3M0;2.839;7400131304;113;EMP
19/12/2024;657396;Empréstimo;Papel Comercial;Prémio;EUR;2600000;650000;23/12/2024;24/03/2025;PC0977_0016;GRUPADO PROZIS 2023 - 16ª Emissão;PTPZ2HJM0001;1310000;PROZIS.SEAMLESS, S.A.//;656143.38;19/12/2024;3.739;656143.38;4388.13;PC0977;;515563129;"	";Taxa Variável;3.739;0.9;EURIBOR3M0;2.839;7401871406;113;EMP
19/12/2024;657397;Empréstimo;Papel Comercial;Prémio;EUR;450000;450000;23/12/2024;24/03/2025;PC0862_0015;QUINTA DA LIXA SOC AGRÍCOLA 1,5 M 20 - 15ª Emissão;PTQ08CJM0041;1312000;QUINTA DA LIXA-SOCIEDADE AGRICOLA LDA//;450853.13;19/12/2024;0.75;450853.13;609.38;PC0862;6228;501780653;"	";Taxa Fixa;0.75;;;;8007189851;113;EMP
19/12/2024;657406;Empréstimo;Papel Comercial;Prémio;EUR;10000000;3000000;19/12/2024;16/05/2025;PC1180_0001;DE PRADO FAMILY 2024 - 1ª Emissão;PTD41AJM0005;1312000;DE PRADO FAMILY LDA//;3036679.33;19/12/2024;2.974;3036679.33;17100.5;PC1180;6380;515752177;"	";Taxa Variável;2.974;0.5;EURIBOR12M;2.474;7401993464;113;EMP
20/12/2024;657462;Empréstimo;Papel Comercial;Prémio;USD;2000000;1443001.44;23/12/2024;20/06/2025;PC1107_0004;LAMEIRINHO 2024 - 4ª Emissão;PTLA14JM0057;1312000;LAMEIRINHO - IND.TEXTIL, SA//;1536417.25;20/12/2024;4.88276;1536417.25;13224.25;PC1107;6246;500151539;"	";Taxa Variável;4.88276;0.6;IRUSDSOFR3M;4.33731;8002285436;113;EMP
20/12/2024;657464;Empréstimo;Papel Comercial;Prémio;EUR;1500000;1500000;23/12/2024;23/06/2025;PC1033_0003;GRUPADO AAC 2023 - 3ª Emissão;PTA1XCJM0004;1312000;A A C TEXTEIS SA//;1528718.08;20/12/2024;3.787;1528718.08;10256.46;PC1033;6246;501837264;"	";Taxa Variável;3.787;1.15;EURIBOR6M;2.637;19341;113;EMP
20/12/2024;657465;Empréstimo;Papel Comercial;Prémio;EUR;70000000;30000000;23/12/2024;24/03/2025;PC0765_0022;GRUPADO ALTRI 2019 - 22ª Emissão;PTP392JM0010;1312000;BIOTEK, S.A.//;30268207.33;20/12/2024;3.5368;30268207.33;191576.67;PC0765;7102;503058203;"	31000310019417074";Taxa Variável;3.5368;0.7;EURIBOR3M;2.839;8028841075;113;EMP
20/12/2024;657472;Empréstimo;Papel Comercial;Prémio;JPY;2000000;459925.19;23/12/2024;20/06/2025;PC1107_0005;LAMEIRINHO 2024 - 5ª Emissão;PTLA1YJM0052;1312000;LAMEIRINHO - IND.TEXTIL, SA//;75375885.08;20/12/2024;1.00796;75375885.08;136500;PC1107;6246;500151539;"	";Taxa Variável;1.00796;0.6;IRJPYTOFR3M;0.3475;8002285436;113;EMP
20/12/2024;657474;Empréstimo;Papel Comercial;Prémio;EUR;70000000;10000000;23/12/2024;24/03/2025;PC0765_0023;GRUPADO ALTRI 2019 - 23ª Emissão;PTA68IJM0016;1312000;ALTRI FLORESTAL S.A.//;10089402.44;20/12/2024;3.5368;10089402.44;63858.89;PC0765;7102;500249741;"	31000310019441074";Taxa Variável;3.5368;0.7;EURIBOR3M;2.839;8002514152;113;EMP
20/12/2024;657475;Empréstimo;Papel Comercial;Prémio;EUR;250000;250000;24/12/2024;24/03/2025;PC0753_0022;JB MAGIC - 2019 - 22ª Emissão;PTJ31BJM0018;1312000;JB MAGIC SGPS SA//;252021.25;20/12/2024;3.234;252021.25;1437.33;PC0753;5236;509392776;"	31000310019235074";Taxa Variável;3.234;0.75;EURIBOR1Y0;2.484;7401018753;113;EMP
23/12/2024;657555;Empréstimo;Papel Comercial;Prémio;EUR;10000000;5000000;20/12/2024;19/12/2025;PC1136_0001;LUSIADAS 2024 - 1ª Emissão;PTL1UAJM0006;1312000;LUSIADAS S.A.//;5185741.11;23/12/2024;3.674;5185741.11;34698.89;PC1136;7103;505962403;"	";Taxa Variável;3.674;1.2;EURIBOR12M;2.474;7400320082;113;EMP
23/12/2024;657583;Empréstimo;Papel Comercial;Prémio;EUR;200000;200000;27/12/2024;27/03/2025;PC0931_0009;SEDACOR 800M 2022 - 9ª Emissão;PTS35VJM0035;1312000;SEDACOR SA//;202290.50;23/12/2024;4.581;202290.50;1552.45;PC0931;6226;500581525;"	";Taxa Variável;4.581;1.85;EURIBOR3M;2.731;2661001994;113;EMP
23/12/2024;657584;Empréstimo;Papel Comercial;Prémio;EUR;8350000;8350000;27/12/2024;27/03/2025;PC1012_0015;GRUPADO ETE - 2023 - 15ª Emissão;PTE319JM0121;1312000;ETE-SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, SA//;8433103.38;23/12/2024;3.981;8433103.38;56325.62;PC1012;7103;501718656;"	";Taxa Variável;3.981;1.25;EURIBOR3M;2.731;9000755211;113;EMP
23/12/2024;657585;Empréstimo;Papel Comercial;Prémio;EUR;23700000;4500000;27/12/2024;27/06/2025;PC1037_0007;GRUPADO RESPOL 2023 - 7ª Emissão;PTR67IJM0000;1312000;RESIGON-COMPANHIA AGRICOLA GESTAO,SA//;4595823.00;23/12/2024;4.212;4595823.00;32116.5;PC1037;6594;503066052;"	";Taxa Variável;4.212;1.6;EURIBOR6M;2.612;3071009148;113;EMP
23/12/2024;657586;Empréstimo;Papel Comercial;Prémio;EUR;23700000;14700000;27/12/2024;27/06/2025;PC1037_0008;GRUPADO RESPOL 2023 - 8ª Emissão;PTR41MJM0013;1312000;RESPOL RESINAS, SA//;15013021.80;23/12/2024;4.212;15013021.80;104913.9;PC1037;6594;502970081;"	";Taxa Variável;4.212;1.6;EURIBOR6M;2.612;8039320134;113;EMP
23/12/2024;657587;Empréstimo;Papel Comercial;Prémio;EUR;23700000;4500000;27/12/2024;27/06/2025;PC1037_0009;GRUPADO RESPOL 2023 - 9ª Emissão;PTR1PCJM0008;1312000;GRUPO RESPOL- SGPS S.A.//;4595823.00;23/12/2024;4.212;4595823.00;32116.5;PC1037;6594;510484042;"	";Taxa Variável;4.212;1.6;EURIBOR6M;2.612;7401432075;113;EMP
23/12/2024;657590;Empréstimo;Papel Comercial;Prémio;EUR;2000000;2000000;27/12/2024;26/06/2025;PC1110_0002;NOVARROZ 2024 - 2ª Emissão;PTN166JM0001;1312000;NOVARROZ - PRODUTOS ALIMENTARES SA//;2033304.00;23/12/2024;3.312;2033304.00;11224;PC1110;6226;503249734;"	";Taxa Variável;3.312;0.7;EURIBOR6M;2.612;1700201103;113;EMP
23/12/2024;657591;Empréstimo;Papel Comercial;Prémio;EUR;1500000;1500000;27/12/2024;27/06/2025;PC1117_0002;MAQFORT 2024 - 2ª Emissão;PTMQ1UJM0035;1312000;Maqfort - Maquinas E Ferramentas Lda//;1523599.33;23/12/2024;3.112;1523599.33;7909.67;PC1117;6581;506071049;"	";Taxa Variável;3.112;0.5;EURIBOR6M;2.612;7400056951;113;EMP
23/12/2024;657595;Empréstimo;Papel Comercial;Prémio;EUR;3150000;3150000;27/12/2024;26/06/2025;PC1108_0002;GRESART - CERAMICA INDUSTRIAL, SA - 2ª Emissão;PTG58FJM0007;1312000;GRESART CERAMICA INDUSTRIAL,SA//;3200870.05;23/12/2024;3.212;3200870.05;17144.05;PC1108;6245;501197630;"	";Taxa Variável;3.212;0.6;EURIBOR6M;2.612;8000916937;113;EMP
23/12/2024;657608;Empréstimo;Papel Comercial;Prémio;EUR;2500000;250000;27/12/2024;23/06/2025;PC0962_0005;GRUPADO CAETANO COATINGS S.A – 2022 - 5ª Emissão;PTC1APJM0002;1312000;CAETANO COATINGS INTERNATIONAL S.L.//;254030.96;23/12/2024;3.261;254030.96;1381.4;PC0962;6208;;"	";Taxa Variável;3.261;0.8;EURIBOR12M;2.461;7401270835;113;EMP
26/12/2024;657683;Empréstimo;Papel Comercial;Prémio;EUR;100000;100000;30/12/2024;31/03/2025;PC0816_0020;HELIROMA - 2020 - 20ª Emissão;PTH379JM0014;1312000;HELIROMA-PLASTICOS, LDA.//;100839.48;26/12/2024;3.321;100839.48;535.05;PC0816;6581;503614220;"	";Taxa Variável;3.321;0.85;EURIBOR12M;2.471;6221036553;113;EMP
26/12/2024;657686;Empréstimo;Papel Comercial;Prémio;EUR;8100000;1100000;30/12/2024;28/03/2025;PC0994_0008;Grupado Logoplaste - 2023 - 8ª Emissão;PTW02EJM0005;1310000;WORLD PET PLASTIC RECYCLING, LDA//;1110139.80;26/12/2024;3.771;1110139.80;6683.05;PC0994;7103;509395805;"	";Taxa Variável;3.771;1.3;EURIBOR12M;2.471;7400826571;113;EMP
26/12/2024;657688;Empréstimo;Papel Comercial;Prémio;EUR;1800000;1000000;30/12/2024;29/12/2025;PC1098_0002;ALBERTO DIAS BARBOSA, LDA - 2024 - 2ª Emissão;PTAB1PJM0005;1312000;ALBERTO DIAS BARBOSA LDA//;1031556.78;26/12/2024;3.121;1031556.78;5028.28;PC1098;6228;502218134;"	";Taxa Variável;3.121;0.65;EURIBOR12M;2.471;196675;113;EMP
26/12/2024;657690;Empréstimo;Papel Comercial;Prémio;EUR;750000;100000;30/12/2024;24/04/2025;PC1128_0006;TRANSGRANITOS 2024 - 6ª Emissão;PTT1GFJM0002;1312000;TRANSGRANITOS-MARMORES E GRANITOS ALTO TAMEGA,LDA//;100965.04;26/12/2024;3.021;100965.04;486.72;PC1128;6228;502214244;"	";Taxa Variável;3.021;0.55;EURIBOR12M;2.471;8025832051;113;EMP
26/12/2024;657694;Empréstimo;Papel Comercial;Prémio;EUR;4000000;2500000;27/12/2024;28/03/2025;PC1159_0003;GRUPADO C SANTOS - 2024 - 3ª Emissão;PTC25BJM0062;1312000;C. SANTOS - VEÍCULOS E PEÇAS, SA.//;2522193.89;26/12/2024;3.512;2522193.89;14877.22;PC1159;6581;500035679;"	";Taxa Variável;3.512;0.9;EURIBOR6M;2.612;8000085948;113;EMP
27/12/2024;657791;Empréstimo;Papel Comercial;Prémio;EUR;65000000;65000000;30/12/2024;14/03/2025;PC0796_0005;BRISA CONCESSÃO III - 5ª Emissão;PTB9SJJM0046;1312000;BRISA CONCESSAO RODOVIARIA SA//;65116108.06;27/12/2024;0.869;65116108.06;91003.61;PC0796;9411;502790024;"	";Taxa Fixa;0.869;;;;8025220010;113;EMP
27/12/2024;657797;Empréstimo;Papel Comercial;Prémio;EUR;50000;50000;31/12/2024;31/03/2025;PC0811_0020;HERBRAND SA - 2020 - 20ª Emissão;PTH361JM0006;1312000;HERBRAND, S.A.//;50100.00;27/12/2024;0.8;50100.00;63.33;PC0811;6246;513265228;"	";Taxa Fixa;0.8;;;;7401259599;113;EMP
